classificacao,marca,plataforma,preco,qtd_classificacao,titulo,url
0,afrodite jeans,Amazon,Preço não disponível,0,Conjunto Jeans Feminino Jaqueta e Short Cintura Alta Azul Meia - Noite Tamanho Padrão,https://www.amazon.com.br/Conjunto-Feminino-Jaqueta-Cintura-Meia-Noite/dp/B0DBJ5BFFS/ref=sr_1_46?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-46
"4,6 de 5 estrelas",Smmart,Amazon,"15,29",50,"Smmart 61387, Material, do Aluno em Madeira com 62 Peças, Multicor",https://www.amazon.com.br/Smmart-61387-Material-Madeira-Multicor/dp/B07D7GHZ8Y/ref=sr_1_47?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-47
"5,0 de 5 estrelas",Sawary,Amazon,"121,90",2,"Jeans Calça Boot Cut Feminina, Indígo, 36",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Ind%C3%ADgo/dp/B09TWYDZVX/ref=sr_1_48?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-48&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"3,5 de 5 estrelas",Genérico,Amazon,"89,90",3,"Calça Jeans Feminina Flare Boot Cut com Elastano, Cintura Alta",https://www.amazon.com.br/Feminina-Elastano-Cintura-Num%C3%A9rico-Regular/dp/B0DHJ7VQST/ref=sr_1_49?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-49
0,Coll Rodeo,Amazon,"118,30",0,Calça Jeans Feminina Flare Hot Pants Cintura Alta Country Levanta Empina Bumbum Pantalona Boca Larga Estilosa e Confortável,https://www.amazon.com.br/Feminina-Pantalona-Estilosa-Confort%C3%A1vel-Amaciado/dp/B0CPQ7PNKK/ref=sr_1_50?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-50&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"3,7 de 5 estrelas",Sawary,Amazon,"139,00",10,Calça Jeans Feminina Sawary Levanta Bumbum Elastano Lycra Confortável Moda Feminina Bonita,https://www.amazon.com.br/Feminina-Sawary-Elastano-Confort%C3%A1vel-numeric_48/dp/B0CDKFD6F4/ref=sr_1_51?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-51&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,BEAUDRM,Amazon,"91,37",0,Calça jeans feminina de cintura alta para gestantes com estampa de pegadas e letras,https://www.amazon.com.br/BEAUDRM-feminina-cintura-gestantes-estampa/dp/B0D2DGSS54/ref=sr_1_52?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-52
"4,2 de 5 estrelas",Fashion Jeans,Amazon,"149,90",169,Kit 2 Calças Jeans Feminina Empina Bumbum Cós Alto,https://www.amazon.com.br/Cal%C3%A7as-Jeans-Feminina-Empina-Bumbum/dp/B097LXVSVV/ref=sr_1_53?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-53&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"4,3 de 5 estrelas",Genérico,Amazon,"86,90",28,Calça Jeans Feminina Branca Skinny Cintura Alta Com Lycra Levanta Bumbum Casual Para Calças,https://www.amazon.com.br/Feminina-Branca-Skinny-Cintura-Levanta/dp/B0CVXYSZL2/ref=sr_1_54?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-54
"4,0 de 5 estrelas",Geral,Amazon,"148,90",21,Kit 2 Calças Jeans Femininas Com Elástano Plus Size Variadas,https://www.amazon.com.br/Promo%C3%A7%C3%A3o-Femininas-El%C3%A1stano-Variadas-Tamanho/dp/B08N5J31Q5/ref=sr_1_55?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-55&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Macaw,Amazon,"89,90",0,Calça Jeans Feminina Skinny Cintura Alta Elastano,https://www.amazon.com.br/Feminina-Cintura-Elastano-Num%C3%A9rico-Regular/dp/B0D8QS9WNV/ref=sr_1_56?dib=eyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE&dib_tag=se&qid=1728143495&s=apparel&sr=1-56
0,Generic,Amazon,"220,55",0,"Calça jeans feminina, jeans, para mulheres, cowgirl, corte alto, flare, perna larga, verão, outono 2024",https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfYnRmX2Jyb3dzZTozMDAzOTg2MzkzNDMzMDI6OjA6Og&url=%2Ffeminina-mulheres-cowgirl-outono-2024%2Fdp%2FB0DF753G5M%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-57-spons%26ufe%3Dapp_do%253Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
"4,4 de 5 estrelas",Genérico,Amazon,"80,90",118,Calça Jeans Skinny Feminina Cintura Alta Com Elastano Empina Levanta Bumbum Calças Premium,https://www.amazon.com.br/gp/bestsellers/fashion/17682117011/ref=sr_bs_57_17682117011_1
"4,3 de 5 estrelas",Genérico,Amazon,"86,90",28,Calça Jeans Feminina Branca Skinny Cintura Alta Com Lycra Levanta Bumbum Casual Para Calças,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfYnRmX2Jyb3dzZTozMDAxNTcwNzY4NzQwMDI6OjA6Og&url=%2FFeminina-Branca-Skinny-Cintura-Levanta%2Fdp%2FB0CVXYSZL2%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
"4,4 de 5 estrelas",Genérico,Amazon,"80,90",102,Calça Jeans Skinny Feminina Cintura Alta Com Lycra Levanta Bumbum Elastano Feminino,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo3Nzg5NTUwMjc3NTc4NjAwOjE3MjgxNDM0OTU6c3BfYnRmX2Jyb3dzZTozMDAxNTcwNzY4NzAzMDI6OjA6Og&url=%2FFeminina-Cintura-Levanta-Elastano-Feminino%2Fdp%2FB0CYHFPNQ7%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.8bNRNymO0C7ADY51qa9Kgguy1OfqTT0N7G5_COf2HPLmSWwP-Scn_bzxpij7LYkDokaBzH5jVocZAY3cbE3sdImbrC4ziISzbExJiABYrDTNTtVapYYuYXu3UUiGCaBwpetgRpiK7lHbkq0CcAZ-ChWIT0RI6KfB7AVKuDf67XCLirxZS39jr-vKkDSzTKW0TW9I9_YqaQqQw4XSlnM0j1ZxWTwodAKsBu4WmBSbJZiM2RgO9QmJBiY4NnHtu07NwIlRLJTdHNNJ0a_xEEUgEOq_I13F-atLM1YR9TbG5Mk.r7PmyImQVyL0WsXKaHOvkDDB8cSvaPOenZSj1re8lQE%26dib_tag%3Dse%26qid%3D1728143495%26s%3Dapparel%26sr%3D1-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
0,Genérica,Amazon,Preço não disponível,0,Título não disponível,URL não disponível
0,Genérica,Amazon,Preço não disponível,0,Título não disponível,https://www.amazon.com.br/gp/help/customer/display.html?nodeId=201366230
0,Genérica,Amazon,Preço não disponível,0,Título não disponível,URL não disponível
0,Genérica,Amazon,Preço não disponível,0,Título não disponível,URL não disponível
0,Macaw,Amazon,"128,00",0,Calça Jeans Feminina Skinny Cintura Alta Elastano,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9hdGZfYnJvd3NlOjMwMDM3MjMxMzkxMjUwMjo6MDo6&url=%2FFeminina-Cintura-Elastano-Num%25C3%25A9rico-Regular%2Fdp%2FB0D8R3YVNF%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-49-spons%26ufe%3Dapp_do%253Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
"3,5 de 5 estrelas",Sawary,Amazon,"139,00",3,Calça Jeans Feminina Flare Sawary Bootcut Boca de Sino Lycra Elastano Original Moda Feminina,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9hdGZfYnJvd3NlOjMwMDEyNTM3OTg0NjYwMjo6MDo6&url=%2FFeminina-Sawary-Bootcut-Elastano-Original%2Fdp%2FB0CT243G5S%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-50-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
0,Pthirillo,Amazon,"54,99",0,Calça feminina skinny jeans em tom escuro - Jeans Escuro ref 3542VF,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9hdGZfYnJvd3NlOjMwMDQ0MzY0NjQwNDYwMjo6MDo6&url=%2FCal%25C3%25A7a-feminina-skinny-jeans-escuro%2Fdp%2FB0CK34ZVVM%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
"4,6 de 5 estrelas",Sawary,Amazon,"139,00",13,Calça Jeans Feminina Sawary Boca de Sino Flare Boot Cut Lycra Elastano Confortável Moda Feminina Roupas Femininas,https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9hdGZfYnJvd3NlOjMwMDAzMDI1MzE2NTEwMjo6MDo6&url=%2FFeminina-Sawary-Confort%25C3%25A1vel-Femininas-numeric_44%2Fdp%2FB0CFCVB9XY%2Fref%3Dsr_1_52_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-52-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
"3,5 de 5 estrelas",Sawary,Amazon,"139,00",3,Calça Jeans Feminina Flare Sawary Bootcut Boca de Sino Lycra Elastano Original Moda Feminina,https://www.amazon.com.br/Feminina-Sawary-Bootcut-Elastano-Original/dp/B0CT1YTN2N/ref=sr_1_53?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-53&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Rodeo Farm,Amazon,"208,40",0,Calça Jeans Feminina Flare Country PLUS SIZE Destroyed Rodeo Farm,https://www.amazon.com.br/Feminina-Country-Destroyed-Rodeo-Farm/dp/B0CHZ6Q6LP/ref=sr_1_54?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-54&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
"4,3 de 5 estrelas",Sawary,Amazon,"121,90",11,"Jeans Calça Boot Cut Feminina,Indígo, 38",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Ind%C3%ADgo/dp/B09TWW96ZY/ref=sr_1_55?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-55&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
0,CONSCIÊNCIA,Amazon,"249,75",0,CALÇA JEANS SKINNY FEMININA CINTURA ALTA BOLSOS FRONTAIS 23060,https://www.amazon.com.br/SKINNY-FEMININA-CINTURA-BOLSOS-FRONTAIS/dp/B0D87R1XVV/ref=sr_1_56?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-56&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
